Provinsi;Kabupaten_Kota;Nama_Stasiun;Tahun;Suhu_Min;Suhu_Max;Suhu_Avg;Kelembapan_Rata2;Curah_Hujan_Total;Penyinaran_Matahari_Total;Kec_Angin_Max;Kec_Angin_Avg;Arah_Angin_Dominan;Bulan
DI Yogyakarta;Kabupaten Sleman;Stasiun Geofisika Sleman;2024;21;35,4;27,09;81,9;13,5;204,7;7,0;2,17;SSW;September
DI Yogyakarta;Kabupaten Sleman;Stasiun Geofisika Sleman;2024;21,7;36,3;28,04;78,68;17,3;220,1;6,0;2,35;SSW;October
DI Yogyakarta;Kabupaten Sleman;Stasiun Geofisika Sleman;2024;23,2;35,2;27,16;87,37;738,9;143,5;7,0;1,73;S;November
DI Yogyakarta;Kabupaten Sleman;Stasiun Geofisika Sleman;2024;23;33,8;26,64;88,9;512,7;84,8;6,0;1,81;SW;December
DI Yogyakarta;Kabupaten Sleman;Stasiun Geofisika Sleman;2025;22,5;33,6;26,64;87,13;316,5;118,9;7,0;1,87;SSW;January
DI Yogyakarta;Kabupaten Sleman;Stasiun Geofisika Sleman;2025;22,8;35;26,9;86,11;216,5;123,7;6,0;1,71;SSW;February
DI Yogyakarta;Kabupaten Sleman;Stasiun Geofisika Sleman;2025;23,1;34,6;27,03;87,68;404,3;123,3;6,0;1,55;S;March
DI Yogyakarta;Kabupaten Sleman;Stasiun Geofisika Sleman;2025;22,5;33,7;27,03;85,97;135,6;192;5,0;1,4;SSW;April
DI Yogyakarta;Kabupaten Sleman;Stasiun Geofisika Sleman;2025;21;34;26,66;88,58;428,7;147,1;5,0;1,45;SSE;May
DI Yogyakarta;Kabupaten Sleman;Stasiun Geofisika Sleman;2025;21,4;33,2;26,6;86,07;87,8;152;4,0;1,37;S;June
DI Yogyakarta;Kabupaten Sleman;Stasiun Geofisika Sleman;2025;19,7;32,2;25,52;84,65;1,9;167,8;5,0;1,68;SSW;July
DI Yogyakarta;Kabupaten Sleman;Stasiun Geofisika Sleman;2025;20,2;33,8;26,14;83,23;114,3;171,3;5,0;1,81;S;August
DI Yogyakarta;Kabupaten Sleman;Stasiun Geofisika Sleman;2025;21,8;32,6;26,39;83,74;3,1;110,4;5,0;1,95;S;September
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2015;23;34,6;27,6;78,57;136,2;118,2;7,0;1,16;N;January
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2015;23;34;27,59;78,36;185,5;176;10,0;1,18;N;February
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2015;22;33,6;27,53;80,8;264,2;164;8,0;1,2;N;March
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2015;21;33,4;27,43;83,17;84,3;161,1;8,0;1,4;N;April
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2015;21;32;27,21;79,7;87,1;211;6,0;1,13;NNE;May
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2015;20;31;26,44;80,93;58,5;208,9;6,0;1,6;E;June
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2015;21;31;25,63;80,65;0;231,7;7,0;1,45;NE;July
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2015;21;30,4;25,66;80,94;15,7;192,1;7,0;1,48;NE;August
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2015;21;31,6;26,32;78,89;0,8;224,1;5,0;1,59;E;September
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2015;23;33,4;27,64;77,66;0;244,7;6,0;1,67;E;October
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2015;24;34,6;29,57;73,07;0;242,6;16,0;1,5;NNE;November
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2015;23;34,4;28,67;78,29;116,3;157,9;9,0;1,19;N;December
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2016;24;35,2;28,76;76,77;111;156,2;7,0;1,35;N;January
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2016;24;33,5;27,47;84,07;234,8;97,1;9,0;1,07;N;February
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2016;24;34,4;28,98;76,6;70,6;157,3;12,0;1,48;N;March
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2016;24;34;29,01;76,83;48,7;176,8;8,0;1,57;NNE;April
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2016;24;33,8;28,78;78,9;48,7;189,7;7,0;1,26;N;May
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2016;23;34,2;28,25;76,67;206;179,5;6,0;1,1;N;June
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2016;21;32,2;27,58;78,65;99,9;192,3;7,0;1,16;N;July
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2016;21;32,2;27,23;77,39;145,2;199,9;9,0;1,26;NNE;August
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2016;23;33,8;28,57;75;22,8;220,6;9,0;1,3;NNE;September
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2016;24;34;28,94;74;76,9;192,5;11,0;1,55;NNE;October
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2016;24;34,6;29,03;76,04;118,5;180,6;5,0;0,93;N;November
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2016;23;34;28,01;79,45;182,4;90,5;7,0;0,92;N;December
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2017;23;32,6;27,39;81,76;244,7;106;7,0;0,97;N;January
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2017;23;33;28,09;76,75;235,9;146,4;7,0;1,29;N;February
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2017;21;33,6;27,93;78,61;117,1;154,9;6,0;1,23;N;March
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2017;23;33,8;28,65;76,26;94,5;151,4;9,0;0,97;NNE;April
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2017;23;32,5;28,09;78,68;150,1;170,2;5,0;1,26;E;May
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2017;23;31,2;26,91;83;165,7;178,7;5,0;1,13;NE;June
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2017;23;31;26,06;83,14;113,9;155,7;6,0;1,39;E;July
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2017;22;32;26,14;80,86;48,2;198,1;5,0;1,26;E;August
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2017;19;32;27,09;79,23;6,2;214,2;5,0;1,4;E;September
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2017;23;32,8;28,27;78,6;116,7;221,7;6,0;1,29;ENE;October
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2017;24;33,6;27,9;81,04;192,5;143,8;8,0;1,07;NNE;November
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2017;21;33,2;27,67;81,94;251,6;109,3;8,0;1,1;NNE;December
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2018;23;34,8;27,61;81,12;485,2;95,6;7,0;1,26;NNE;January
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2018;23;34;27,63;79,7;260,7;151,1;5,0;1,21;N;February
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2018;22;34,1;28,31;74,28;138,4;167,7;10,0;1,39;N;March
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2018;23;34;29,6;71,2;50;235;6,0;1,37;NE;April
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2018;23;32,6;28,1;76,22;5,9;197,2;5,0;1,42;SSE;May
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2018;22;32,2;27,11;78,32;27,1;189,6;6,0;1,43;E;June
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2018;21;30,4;26,32;77,35;40,6;195,6;6,0;1,68;S;July
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2018;21;30;25,81;79,35;64,7;177,6;6,0;1,48;ESE;August
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2018;22;32,7;27,14;72,46;9,8;237,7;7,0;1,77;SSE;September
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2018;22;33,6;28,78;70,03;0,7;291,9;7,0;1,81;ESE;October
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2018;23;34,6;29,21;75,37;239,2;225,6;9,0;1,63;ESE;November
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2018;24;34,4;29,15;75,23;65,1;134,7;8,0;1,81;SE;December
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2019;23,4;34,8;28,08;80,21;267,8;143,6;8,0;2,06;ESE;January
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2019;23,3;34,6;28,35;76,96;83;175,5;10,0;2,11;SE;February
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2019;22,6;34,8;27,92;80,13;210,8;154,4;8,0;1,81;SSW;March
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2019;23,6;32,7;28,61;79,43;237,5;207,1;7,0;1,7;SW;April
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2019;23;32,7;28,15;78,19;27,1;246,3;5,0;1,84;SSW;May
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2019;22;32,3;26,56;78,8;15,5;216,2;7,0;1,7;SW;June
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2019;21;30,4;25,87;78,61;0;212,8;5,0;1,71;SSW;July
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2019;22;30,7;25,96;77,23;7;230,9;6,0;1,74;S;August
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2019;21;30,8;26,24;77,7;29,7;233,7;6,0;1,53;S;September
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2019;21;33,1;28,12;71,71;0;296;5,0;1,74;SSW;October
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2019;23;35;29,28;70,67;2,8;240,7;6,0;1,63;SSW;November
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2019;24;36;30,16;69,97;11,8;208;7,0;1,35;S;December
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2020;23,2;34,9;28,77;74,52;136,3;177,1;8,0;1,35;SSW;January
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2020;23,2;34,2;28,11;79,89;253,4;164,4;8,0;1,07;S;February
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2020;23;33,9;28,1;80,52;220,8;144,7;8,0;1,32;SSE;March
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2020;24;34;28,91;77,1;40,7;195,2;7,0;1,3;SSE;April
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2020;23,8;33,4;28,14;81,45;232,8;191,4;6,0;1,58;S;May
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2020;21,4;32,2;26,97;79,93;77,5;208,6;6,0;1,7;S;June
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2020;21,2;30;26,32;80,27;82;218,7;7,0;1,87;S;July
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2020;22,2;32,2;26,36;81,03;45,8;214,8;6,0;1,77;S;August
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2020;22;32,4;27,04;78,53;86,1;237,6;6,0;1,67;SSW;September
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2020;22,3;32;27,54;80,61;236,6;212,3;8,0;1,52;S;October
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2020;23,2;33,2;28,64;77,17;34;216,6;6,0;1,4;SSW;November
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2020;23;33,7;27,34;81,42;149,2;118,5;8,0;1,06;SSW;December
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2021;22,8;33,3;27,24;82,58;249,6;120,7;7,0;1,13;SW;January
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2021;23;32,2;26,79;85,93;406,3;108,3;8,0;0,96;V;February
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2021;23;33;27,34;81,84;210,8;161,6;8,0;1,26;WSW;March
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2021;23;32,4;27,91;76,22;207,1;211,2;10,0;1,5;SSW;April
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2021;24;32,5;27,77;79,45;57,2;244;7,0;1,52;SSE;May
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2021;22,5;32;27;80,9;247,1;234,8;6,0;1,53;SSW;June
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2021;20;31,2;26,37;78,25;67,7;261,6;7,0;1,78;SSW;July
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2021;20,4;31,4;26,58;80,23;65,5;244;8,0;1,94;SSW;August
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2021;22,2;31,4;26,82;80,29;154,8;207,7;8,0;2;SSW;September
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2021;20,6;32,4;27,48;77,84;98,9;253,1;7,0;2,03;SW;October
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2021;22,7;32,7;27,35;81,8;178,9;137,7;7,0;1,57;S;November
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2021;22,8;34,2;27,69;79,32;271,3;191,5;15,0;1,71;S;December
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2022;22,3;34;26,94;80,03;335,2;127,8;10,0;1,45;SW;January
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2022;21,2;33,9;27,34;79,07;82,3;147,3;10,0;1,75;SW;February
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2022;22;33,1;27,45;81,8;279,6;177,4;10,0;1,74;SSW;March
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2022;21,4;33;28,01;77,03;72,9;196,9;8,0;1,87;SSE;April
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2022;23,7;33;28,22;78,77;40,8;225,5;9,0;2,16;SSE;May
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2022;22;33,3;27,32;79,53;148,8;214,5;8,0;1,87;SSW;June
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2022;21,6;31,9;26,25;79,47;15,7;191;7,0;1,9;S;July
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2022;21,2;31,2;26,49;77,83;40,9;215,6;9,0;2,06;S;August
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2022;22;31;26,89;78,13;63;224,5;8,0;2,1;SSW;September
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2022;21,6;32,4;26,78;82,97;293,3;146,8;8,0;1,81;SW;October
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2022;22,6;32,2;27,26;81,93;324,9;144,1;8,0;1,6;SW;November
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2022;23;32,8;27,98;76,71;144,2;197,6;11,0;1,97;SSW;December
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2023;21;34,2;27,39;78,13;242,2;178,2;9,0;1,74;SSW;January
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2023;22,8;32,2;26,31;85,54;397,6;98,6;8,0;1,5;ENE;February
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2023;22;33,3;27,6;77,68;199,7;217,1;10,0;1,81;S;March
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2023;21,2;33,4;27,4;79,45;106,2;186,9;10,0;1,73;SW;April
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2023;22;37,5;27,53;76,45;11,4;224,4;7,0;1,94;SSW;May
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2023;22;31,8;26,9;76,97;43,4;248,5;10,0;2;SSW;June
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2023;22;32,3;25,72;81,13;252,5;197,8;9,0;2,29;SSW;July
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2023;21;30,3;25,83;78,06;12,2;257,2;7,0;2,26;SSW;August
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2023;21,9;31,2;26,5;75,93;6,6;232,7;8,0;2,4;SSW;September
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2023;22,8;33,5;28,31;73,55;0;297,7;7,0;1,94;SSW;October
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2023;24,3;34;28,54;75,87;48,2;250,6;7,0;2,13;SSW;November
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2023;24;34,2;28,64;72,65;9,6;243,6;8,0;2,16;SSW;December
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2024;24,2;36,5;28,75;73,42;82;178,7;10,0;1,81;WSW;January
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2024;23,1;34,2;28,13;79,52;272,5;158,2;8,0;1,72;SSE;February
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2024;24,6;32,8;28,08;81,32;295,2;145,5;8,0;1,65;S;March
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2024;24,4;33,4;28,42;81,43;128,8;180;8,0;1,77;SSW;April
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2024;24,8;32,3;27,79;81,29;19,2;224,6;7,0;2,03;SSW;May
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2024;22,3;32,1;26,91;81,03;89,4;186,4;7,0;2,07;SSW;June
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2024;21,6;30;26,24;79,23;42,3;202,4;7,0;2,35;SSW;July
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2024;21,7;31,7;26,55;73,48;2,4;232;10,0;1,97;SSW;August
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2024;22,2;33,4;27,59;75,73;11;222,3;8,0;2,07;SSW;September
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2024;24;33,6;28,53;75,16;125,3;237,6;7,0;2,35;SSW;October
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2024;23,6;35,6;29,46;73,57;46,3;220,9;9,0;1,8;S;November
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2024;22,7;34,4;27,76;80;301,5;90,3;9,0;1,45;S;December
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2025;23,6;33,4;27,43;81,71;281,1;101,3;8,0;1,58;SSW;January
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2025;24,1;34,1;28;78,86;164,6;121,5;10,0;1,93;SSE;February
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2025;24;34,9;28,4;79,48;319,6;168,2;11,0;1,58;S;March
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2025;21,7;33,5;28,38;74,63;116,4;212,7;6,0;1,47;SW;April
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2025;24,3;33,3;27,95;80,61;81;147,4;7,0;1,65;SSE;May
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2025;24;32,7;27,65;79,37;41,4;164,5;6,0;1,73;SSW;June
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2025;21,7;31,2;26,53;80,19;51,8;164,5;4,0;1,87;SSW;July
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2025;21,8;31,9;26,98;76,74;48,6;217,4;4,0;1,84;SSW;August
Jawa Timur; Kabupaten Banyuwangi;Stasiun Meteorologi Banyuwangi;2025;23,3;32,3;27,13;79,26;114;110,2;6,0;1,89;SSW;September
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2015;23;31,5;27,45;85,13;387;103,9;14,0;3,61;WNW;January
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2015;24;32,6;27,78;84,5;287,5;160,3;11,0;2,39;SW;February
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2015;24;32,3;27,96;84,68;106,7;187,5;11,0;1,84;SSE;March
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2015;24;32,5;27,57;87,43;335,8;150,3;10,0;1,27;ENE;April
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2015;24;32;28,62;81,32;92,6;234;10,0;3,32;E;May
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2015;25;31,5;28,55;80,03;29,9;221,1;11,0;3,73;E;June
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2015;25;30,2;27,75;78,26;4;249,8;12,0;4,9;E;July
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2015;25;30,6;27,51;78,97;0;285,4;11,0;4,74;E;August
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2015;25;31,2;28,01;77,57;0;276;11,0;4,7;E;September
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2015;25;32,5;28,77;77,84;0;219,5;14,0;4,65;E;October
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2015;24;34,9;30,11;78,73;0;225,4;8,0;2,27;NE;November
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2015;24;35,2;28,58;85,45;261,2;104,1;14,0;2,19;SE;December
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2016;24;33,7;28,64;86,65;338,6;152,4;11,0;1,58;NE;January
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2016;24;33,5;27,54;89,21;642,6;94,8;12,0;2,1;SSW;February
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2016;25;33,2;28,32;87,03;348,9;152,1;8,0;1,39;ESE;March
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2016;24;33,2;28,58;84,8;406,2;146,5;12,0;1,9;NE;April
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2016;25;33,6;29,4;81,84;159,6;212,2;12,0;2,32;ENE;May
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2016;24;32,7;28,62;82,17;258,9;195,8;10,0;2,2;ENE;June
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2016;23;31,6;28,71;79,1;79,2;245,4;11,0;3,29;E;July
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2016;25;31,6;28,71;76,26;0,3;273;14,0;3,65;E;August
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2016;25;32,4;28,89;78,63;63,9;252;7,0;2,13;ENE;September
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2016;24;33,1;28,6;82,68;358,6;143,4;7,0;1,61;NE;October
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2016;24;33,4;28,5;83,73;159,7;143,5;6,0;1,07;NE;November
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2016;24;32,4;27,87;84,87;533,9;66,7;9,0;2,65;W;December
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2017;24;32,9;27,63;85,65;444;122,8;12,0;2,39;W;January
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2017;23;31,8;27,29;85,64;364,9;87,6;11,0;2,71;SSW;February
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2017;23;32,9;27,84;85,1;178,4;172,3;8,0;1,52;ESE;March
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2017;24;32,2;28,22;84,6;95,2;183,2;8,0;1,1;NE;April
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2017;25;32,2;28,9;79,29;209,5;203,3;7,0;2,68;E;May
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2017;24;31,4;28,3;80,57;75,5;183,6;8,0;3,07;E;June
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2017;24;31,1;28,02;78,65;65,9;193,4;8,0;3,42;E;July
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2017;26;30,7;28,22;74,52;2;254,7;8,0;3,68;E;August
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2017;23;31,9;28,57;76,67;24,4;260,2;9,0;3,43;E;September
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2017;24;33,6;29,77;75,9;14,1;269,5;6,0;1,65;NE;October
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2017;24;33,2;28,04;84,9;390;87,9;10,0;1,23;ESE;November
Jawa Timur; Kabupaten Gresik;Stasiun Meteorologi Sangkapura;2017;23;32,9;28,15;83,19;498,7;140,8;10,0;2,61;WSW;December
